University	Community Collge	Precentage of Units Articulated	Unmet Requirements	Met Units	Unmet Units 
CPP	Madera Community College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CSUS	Evergreen Valley College	0.5	"[""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	9.0	9.0
CSUS	Los Angeles City College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	College of Marin	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	College of San Mateo	0.5	"[""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	9.0	9.0
CSUS	College of the Sequoias	0.3333333333333333	"[""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Butte College	0.6666666666666666	"[""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	12.0	6.0
CSUS	Cerro Coso Community College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Columbia College	0.3333333333333333	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Merritt College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Santa Ana College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Cuesta College	0.6666666666666666	"[""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	12.0	6.0
CSUS	Merced College	0.3333333333333333	"[""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Las Positas College	0.8333333333333334	"[""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	15.0	3.0
CSUS	Victor Valley College	0.16666666666666666	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Barstow Community College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	American River College	0.6666666666666666	"[""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	12.0	6.0
CSUS	Contra Costa College	0.6666666666666666	"[""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	12.0	6.0
CSUS	College of the Desert	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Mission College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	City College of San Francisco	0.16666666666666666	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Fresno City College	0.3333333333333333	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Reedley College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Shasta College	0.3333333333333333	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Lake Tahoe Community College	0.3333333333333333	"[""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	6.0	12.0
CSUS	Cabrillo College	0.6666666666666666	"[""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	12.0	6.0
CSUS	Glendale Community College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Los Angeles Valley College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	San Diego Miramar College	0.16666666666666666	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Ohlone College	0.16666666666666666	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Pasadena City College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Foothill College	0.5	"[""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	9.0	9.0
CSUS	Modesto Junior College	0.8333333333333334	"[""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	15.0	3.0
CSUS	San Diego City College	0.16666666666666666	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Golden West College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Palomar College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Santa Rosa Junior College	0.8333333333333334	"[""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	15.0	3.0
CSUS	Berkeley City College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Los Medanos College	0.16666666666666666	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Mount San Antonio College	0.5	"[""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	9.0	9.0
CSUS	Saddleback College	0.16666666666666666	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	3.0	15.0
CSUS	Santiago Canyon College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	West Hills College Coalinga	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
CSUS	Canada College	0.5	"[""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	9.0	9.0
CSUS	Chaffey College	0.0	"[""[['CSC 15 - Programming Concepts and Methodology I (3.00)']]"", ""[['CSC 20 - Programming Concepts and Methodology II (3.00)']]"", ""[['CSC 28 - Discrete Structures for Computer Science (3.00)']]"", ""[['CSC 35 - Introduction to Computer Architecture (3.00)']]"", ""[['CSC 60 - Introduction to Systems Programming in UNIX (3.00)']]"", ""[['STAT 50 - Introduction to Probability and Statistics (4.00)'], ['ENGR 115 - Statistics For Engineers (3.00)']]""]"	0	18.0
