University	Community Collge	Precentage of Units Articulated	Unmet Requirements	Met Units	Unmet Units 
CPP	Allan Hancock College	0.20408163265306123	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	College of Alameda	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Copper Mountain College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	De Anza College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Diablo Valley College	0.12244897959183673	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	6.0	43.0
CPP	East Los Angeles College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Taft College	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Antelope Valley College	0.20408163265306123	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Feather River College	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Hartnell College	0.20408163265306123	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Irvine Valley College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Porterville College	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Sacramento City College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Skyline College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Los Angeles Southwest College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	San Bernardino Valley College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Monterey Peninsula College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Fullerton College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Long Beach City College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	San Jose City College	0.061224489795918366	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	3.0	46.0
CPP	Santa Monica College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Southwestern College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Moorpark College	0.20408163265306123	"[""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	College of the Canyons	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Cosumnes River College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Folsom Lake College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	West Hills College Lemoore	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Woodland Community College	0.0	"[""[['CS 1300 - Discrete Structures (3.00)']]"", ""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2400 - Data Structures and Advanced Programming (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	0	49.0
CPP	Norco College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Moreno Valley College	0.2857142857142857	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	14.0	35.0
CPP	Clovis Community College	0.20408163265306123	"[""[['CS 1400 - Introduction to Programming and Problem Solving (4.00)']]"", ""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	10.0	39.0
CPP	Compton College	0.22448979591836735	"[""[['CS 2600 - Systems Programming (3.00)']]"", ""[['CS 2610 - Introduction to Cyber Security and Network Communications (3.00)']]"", ""[['CS 2640 - Computer Organization and Assembly Programming (3.00)']]"", ""[['CS 3010 - Numerical Methods and Computing (3.00)']]"", ""[['CS 3110 - Formal Languages and Automata (3.00)']]"", ""[['CS 3310 - Design and Analysis of Algorithms (3.00)']]"", ""[['CS 3560 - Object-Oriented Design and Programming (3.00)']]"", ""[['CS 3650 - Computer Architecture (4.00)']]"", ""[['CS 3750 - Computers and Society (3.00)']]"", ""[['CS 4080 - Concepts of Programming Languages (3.00)']]"", ""[['CS 4310 - Operating Systems (3.00)']]"", ""[['CS 4630 - Undergraduate Seminar (1.00)']]"", ""[['CS 4800 - Software Engineering (3.00)']]""]"	11.0	38.0
